graph_id,seed,method_family,method_name,target_ordering,ordering_name,num_vertices,num_edges,num_colors,valid,runtime_seconds,checkpoint_path
bcsstk06,0,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,420,3720,13,True,0.006185799953527749,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_0.pt
bcsstk06,1,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,420,3720,13,True,0.0029060000088065863,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_1.pt
bcsstk06,2,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,420,3720,13,True,0.003226500004529953,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_2.pt
bcsstk06,3,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,420,3720,13,True,0.0033360000234097242,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_3.pt
bcsstk06,4,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,420,3720,13,True,0.004582199966534972,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_4.pt
bcsstk06,5,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,420,3720,13,True,0.003927999990992248,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_5.pt
bcsstk06,6,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,420,3720,13,True,0.005528500070795417,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_6.pt
bcsstk06,7,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,420,3720,13,True,0.003171399934217334,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_7.pt
bcsstk06,8,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,420,3720,13,True,0.003689599921926856,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_8.pt
bcsstk06,9,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,420,3720,13,True,0.00474110001232475,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_9.pt
bcsstk15,0,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,3948,56934,17,True,0.03754050005227327,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_0.pt
bcsstk15,1,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,3948,56934,17,True,0.03647659998387098,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_1.pt
bcsstk15,2,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,3948,56934,17,True,0.032108499901369214,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_2.pt
bcsstk15,3,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,3948,56934,17,True,0.03666619991417974,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_3.pt
bcsstk15,4,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,3948,56934,18,True,0.03316969994921237,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_4.pt
bcsstk15,5,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,3948,56934,17,True,0.034642299986444414,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_5.pt
bcsstk15,6,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,3948,56934,17,True,0.03806729998905212,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_6.pt
bcsstk15,7,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,3948,56934,18,True,0.03357580001465976,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_7.pt
bcsstk15,8,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,3948,56934,18,True,0.034393400070257485,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_8.pt
bcsstk15,9,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,3948,56934,20,True,0.03363850002642721,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_9.pt
jac_pat,0,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,43,121,11,True,0.0011860000668093562,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_0.pt
jac_pat,1,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,43,121,11,True,0.001154000055976212,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_1.pt
jac_pat,2,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,43,121,11,True,0.0010594999184831977,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_2.pt
jac_pat,3,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,43,121,11,True,0.0010371999815106392,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_3.pt
jac_pat,4,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,43,121,11,True,0.0008973999647423625,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_4.pt
jac_pat,5,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,43,121,11,True,0.0010443000355735421,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_5.pt
jac_pat,6,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,43,121,11,True,0.0009350999025627971,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_6.pt
jac_pat,7,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,43,121,11,True,0.0010368999792262912,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_7.pt
jac_pat,8,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,43,121,11,True,0.001028900034725666,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_8.pt
jac_pat,9,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,43,121,11,True,0.0009698999347165227,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_9.pt
sherman1,0,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,1000,1375,5,True,0.0026183000300079584,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_0.pt
sherman1,1,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,1000,1375,5,True,0.0032006000401452184,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_1.pt
sherman1,2,gnn,GNNNodeScorer,BEST_AVAILABLE_OF_5_Larger_Extension_10_Seeds,learned_ordering_from_predicted_scores,1000,1375,5,True,0.003304300014860928,results\models\gnn_node_scorer\week16_larger_extension_10_seeds_runs\best_gnn_node_scorer_seed_2.pt
